	species	NumGI	GIBase	RepSize	Proportion	NumChromosome	NumPlasmid	BioSampleID
1198	Streptomyces venezuelae	10.0	386699.0	9054831.0	4.270637408914644	1	1	SAMN04230917,SAMN06014621
1199	Maribacter sp. T28	6.0	181957.0	4271158.0	4.260132732153669	1	0	SAMN04633439
1200	Morganella morganii	10.0	163799.5	3853809.5	4.2532698000036255	9	3	SAMN02603113,SAMN02934512,SAMN03996316,SAMN07312409,SAMN08335225,SAMN04014898,SAMN04014974,SAMN10031395,SAMEA2709025
1201	Ignavibacterium album	8.0	155583.0	3658997.0	4.252066891555254	1	0	SAMN02603949
1202	Plesiomonas shigelloides	5.0	144811.0	3405979.0	4.251670371426248	2	3	SAMN08724036,SAMEA2665130
1203	Vibrio sp. EJY3	4.0	106012.5	2726323.0	4.2493539598634165	2	0	SAMN02603160
1204	Pseudomonas sp. MRSN12121	15.0	294177.0	6929263.0	4.245429853073841	1	2	SAMN03316900
1205	Geobacter metallireducens	12.0	169545.0	3997420.0	4.241360677637076	1	1	SAMN02598399
1206	Cyanothece sp. PCC 7424	15.0	252039.0	5942652.0	4.241187267906652	1	6	SAMN00000286
1207	Lactococcus garvieae	5.5	82689.5	1957049.5	4.226587931730066	3	1	SAMD00060911,SAMD00060912,SAMD00046983
1208	Clostridium aceticum	6.0	177294.0	4201318.0	4.219961450192534	1	1	SAMN03768360
1209	Variovorax sp. PAMC 28711	8.0	181957.0	4316152.0	4.215722708560773	1	0	SAMN04457487
1210	Acinetobacter equi	3.0	128618.0	3054269.0	4.211089461995653	1	0	SAMN04110325
1211	Desulfovibrio vulgaris	6.5	151384.25	3651525.25	4.207865083073329	4	3	SAMN02598381,SAMN00000799,SAMN00002688,SAMN02603973
1212	Actinomyces sp. VUL4_3	2.0	92890.0	2207832.0	4.207294757934481	1	0	SAMN05938308
1213	Bacillus endophyticus	4.0	204446.0	4865574.0	4.201888615813879	1	8	SAMN03457172
1214	Streptomyces sp. TN58	14.0	318617.0	7585034.0	4.200600814709598	1	0	SAMN06167403
1215	Legionella longbeachae	9.0	171214.0	4077332.0	4.1991674948225945	3	2	SAMEA2272007,SAMN04875538,SAMN06289612
1216	Clostridium sporogenes	4.0	173863.0	4142487.0	4.19706815165446	3	0	SAMN02953999,SAMN03742637,SAMN09899717
1217	Francisella sp. TX077308	5.0	85257.0	2035931.0	4.187617360313292	1	0	SAMN02603541
1218	Parvimonas micra	3.0	68116.0	1627009.0	4.186577947632742	2	0	SAMN03135876,SAMN09781070
1219	Corynebacterium uterequi	7.0	101169.0	2419437.0	4.181509995920538	1	0	SAMN03480647
1220	Teredinibacter turnerae	8.0	216755.0	5193164.0	4.173852395187211	1	0	SAMN02603454
1221	Marinomonas sp. MWYL1	8.0	212728.0	5100344.0	4.170855926580638	1	0	SAMN02598388
1222	Rhodopseudomonas palustris	7.857142857142857	224627.57142857142	5407297.428571428	4.170258159738539	9	1	SAMN02598335,SAMN02598336,SAMN02598337,SAMN02598338,SAMN00000049,SAMN00713571,SAMEA3138319,SAMN04957796,SAMN04957795
1223	Helicobacter pylori	2.032258064516129	68607.29032258065	1637678.8548387096	4.1687781414752365	119	26	SAMN02603995,SAMN02602990,SAMN02603300,SAMN02604311,SAMN02604319,SAMN02604237,SAMN02603595,SAMN02603357,SAMEA3138296,SAMN00003101,SAMN02604189,SAMN02603202,SAMN02603203,SAMN02603204,SAMN02603200,SAMN02299423,SAMN02603026,SAMN02603024,SAMN02603023,SAMN02603025,SAMN02603712,SAMN02603713,SAMEA2272698,SAMN00189522,SAMN02604320,SAMN02604321,SAMN02604322,SAMN02604318,SAMN02603197,SAMD00060971,SAMD00060972,SAMD00060973,SAMD00060974,SAMN02603193,SAMN02603195,SAMN02603194,SAMN02603196,SAMN02603761,SAMN02603762,SAMN02603763,SAMN02604323,SAMN02604324,SAMD00061056,SAMD00061057,SAMN02230257,SAMN02230259,SAMN02604194,SAMN02230271,SAMN02641597,SAMN02376623,SAMN02376624,SAMN03081488,SAMN03081489,SAMN03081490,SAMN03081491,SAMN03081492,SAMN03081493,SAMN03081494,SAMN03081495,SAMN02736817,SAMN02736809,SAMN02736818,SAMN02736816,SAMN03154060,SAMN03268385,SAMN03268365,SAMD00061026,SAMD00061015,SAMD00061016,SAMD00061017,SAMN03487572,SAMN03144734,SAMN03144736,SAMN02731779,SAMN02731778,SAMN02731783,SAMN02731780,SAMN02731784,SAMN02731781,SAMN04362855,SAMN03331743,SAMN07338981,SAMN07661065,SAMN08388634,SAMN08388636,SAMN08388633,SAMN08388635,SAMN06216064,SAMN06216080,SAMN06216085,SAMN06216086,SAMN06216087,SAMN06216078,SAMN06216077,SAMN06216075,SAMN06216073,SAMN06216072,SAMN06216076,SAMN06216074,SAMN06216071,SAMN06216070,SAMN08388637,SAMN06173313,SAMN06173311,SAMN09809602,SAMEA4554840,SAMEA4554837,SAMEA4554841,SAMEA4554832,SAMEA4554833,SAMEA4554835,SAMEA4554834,SAMEA4554831,SAMEA4554836,SAMEA4554839,SAMEA4554838,SAMEA33005668,SAMEA103957791,SAMEA3178013
1224	Amycolatopsis mediterranei	17.25	426269.25	10241819.5	4.162103892469053	4	0	SAMN02603409,SAMN02604164,SAMN02603408,SAMN02603407
1225	Brevibacillus laterosporus	9.0	212785.0	5114147.0	4.160713409293867	5	3	SAMN02469848,SAMN05913073,SAMN08241832,SAMN10078525,SAMN10185818
1226	Dactylococcopsis salina	6.0	157280.0	3781008.0	4.15973729756721	1	0	SAMN02261331
1227	Caldicellulosiruptor owensensis	5.0	100855.0	2428903.0	4.152286032007042	1	0	SAMN00713561
1228	Mycoplasma fermentans	2.5	46062.5	1048137.5	4.152233896788657	2	0	SAMN02603257,SAMN02604339
1229	Staphylococcus simulans	4.0	109592.0	2647556.0	4.1393647575348735	7	6	SAMN03996269,SAMN07312427,SAMN05818722,SAMN05818723,SAMN05238718,SAMN04968151,SAMEA3504572
1230	Azospira oryzae	6.0	157446.0	3806980.0	4.135719126446685	1	0	SAMN02232011
1231	Azotobacter chroococcum	9.0	189849.0	4591803.0	4.134519708271457	2	9	SAMN03278357,SAMN03775251
1232	Bifidobacterium pseudolongum	5.0	83970.0	2032698.0	4.130962887748205	3	0	SAMN03253091,SAMN07357905,SAMN05912980
1233	Streptomyces sp. CCM_MD2014	14.0	341696.0	8274043.0	4.129734399494902	1	0	SAMN03106103
1234	Thermoanaerobacter sp. X514	4.0	101419.0	2457259.0	4.1273223538910635	1	0	SAMN00623066
1235	Clostridium butyricum	2.857142857142857	60221.57142857143	2519590.4285714286	4.122235009691203	7	4	SAMN04293668,SAMN04285352,SAMN04527051,SAMN04262337
1236	Legionella fallonii	5.0	172302.0	4181563.0	4.120516658483921	1	2	SAMEA2785663
1237	Thermoanaerobacter kivui	4.0	98730.0	2397824.0	4.117483184754177	1	0	SAMN02947172
1238	Jannaschia sp. CCS1	9.0	177647.0	4317977.0	4.1141256657921055	1	1	SAMN02598279
1239	Staphylococcus argenteus	5.0	113505.0	2762785.0	4.1083544322124235	3	2	SAMEA2272597,SAMN07510742,SAMN07510741
1240	Anaerococcus prevotii	3.0	77361.0	1883067.0	4.108244688054116	1	1	SAMN00001908
1241	Hymenobacter sp. APR13	7.0	200109.0	4870994.0	4.108175867184398	1	3	SAMN02988321
1242	Coxiella-like endosymbiont	3.0	71214.0	1733840.0	4.107299404789369	1	0	SAMN03445847
1243	Serratia sp. AS12	8.0	223540.0	5443009.0	4.106919536601906	1	0	SAMN00713623
1244	Solitalea canadensis	7.0	213619.0	5202069.0	4.106423809449663	1	0	SAMN02232052
1245	Pseudanabaena sp. PCC 7367	13.0	187105.0	4557046.0	4.105839616277738	1	1	SAMN02261336
1246	Sphingomonas sp. NIC1	9.0	139826.0	3408545.0	4.102219568760278	1	2	SAMN04942644
1247	Pseudomonas sp. UW4	9.0	253565.0	6183388.0	4.100745416590387	1	0	SAMN02604261
1248	Paludisphaera borealis	10.0	307419.0	7497544.0	4.100262699358616	1	2	SAMN06044225
1249	Corynebacterium singulare	7.0	115937.0	2830519.0	4.095962613216869	1	0	SAMN03177398
1250	Flavobacterium psychrophilum	4.5	113953.625	2766304.875	4.092256128817235	8	0	SAMEA3138269,SAMN02770278,SAMN03290989,SAMN03290988,SAMN02903962,SAMN02900760,SAMN02900764,SAMN02900749
1251	Parascardovia denticolens	3.0	77313.0	1890857.0	4.088780907281724	1	0	SAMD00061048
1252	Kutzneria albida	15.0	403629.0	9874926.0	4.0874129082081225	1	0	SAMN02641507
1253	Corynebacterium ureicelerivorans	4.0	93022.0	2279990.0	4.079930175132347	1	1	SAMN02953970
1254	Owenweeksia hongkongensis	5.0	163060.0	4000057.0	4.076441910702773	1	0	SAMN02261417
1255	Shewanella oneidensis	12.0	202524.0	4969811.0	4.075084545468631	1	1	SAMN02604014
1256	Treponema caldarium	5.0	131898.0	3239340.0	4.071755357572839	1	0	SAMN02232064
1257	Corynebacterium aquilae	3.0	119122.0	2926437.0	4.070547221758063	1	0	SAMN02996496
1258	Psychromonas ingrahamii	12.0	185346.0	4559598.0	4.064963621792974	1	0	SAMN02598361
1259	Actinoplanes sp. SE50/110	10.0	375329.0	9239851.0	4.062067667541392	2	0	SAMN02603081,SAMEA4544645
1260	Gilliamella apicola	4.0	127431.0	3139412.0	4.059072208426291	1	0	SAMN03081539
1261	Bacillus cellulosilyticus	10.0	190015.0	4681672.0	4.0586995415313165	1	0	SAMN00007429
1262	Ruegeria sp. TM1040	6.0	129835.0	3200938.0	4.056154789627291	1	2	SAMN02598292
1263	Tenacibaculum sp. LPB0136	3.0	122422.0	3019213.0	4.054765264987929	1	0	SAMN05945923
1264	Candidatus Nitrospira inopinata	3.0	133483.0	3295117.0	4.050933548034865	1	0	SAMEA3560316
1265	Paenibacillus polymyxa	7.9	233664.8	5803031.5	4.049543049921469	11	4	SAMN02603484,SAMN02603854,SAMEA2272483,SAMN02641480,SAMN02384808,SAMN03253097,SAMN04095573,SAMN05981091,SAMN05981093,SAMN03390044,SAMN08295233
1266	Pandoraea thiooxydans	4.0	180693.0	4464186.0	4.047613607497537	2	0	SAMN03754653,SAMN04433088
1267	Staphylococcus agnetis	3.0	100089.0	2474434.0	4.04492502123718	1	1	SAMN02743857
1268	Streptomyces pristinaespiralis	16.0	344828.0	8532592.0	4.041304213303531	1	0	SAMN03565307
1269	Mesorhizobium amorphae	9.0	253162.0	6268270.0	4.038785821287213	1	4	SAMN04853078
1270	Citrobacter koseri	5.0	190386.0	4720462.0	4.033206919153252	5	7	SAMN02603912,SAMN06173300,SAMN07312437,SAMN04014866,SAMN04014865
1271	Pantoea ananatis	6.0	185043.2	4595526.8	4.0319850445514245	6	7	SAMN02603236,SAMN02603299,SAMD00060978,SAMEA2272583,SAMN04445753,SAMN06711086
1272	Fusobacterium nucleatum	5.545454545454546	90886.18181818182	2137950.4545454546	4.02989213037476	16	6	SAMN02603417,SAMN02463711,SAMN02463738,SAMN02463816,SAMN02603674,SAMN03263149,SAMN03263585,SAMN03263583,SAMN03263152,SAMEA2479572,SAMN03263083,SAMN07125867,SAMN07837329,SAMN08706662,SAMN08501025
1273	Streptomyces noursei	20.0	395522.0	9815884.0	4.029407845487986	1	0	SAMN03287657
1274	Neisseria weaveri	7.0	88141.0	2188497.0	4.027467252639597	1	0	SAMEA3174300
1275	Flavobacterium johnsoniae	7.0	239166.0	5603295.0	4.026423270741775	2	0	SAMN02598357,SAMN05389975
1276	Pseudonocardia sp. EC080625-04	16.0	247037.0	6135769.0	4.026178299737164	1	2	SAMN03324061
1277	Campylobacter ureolyticus	2.0	66091.0	1641887.0	4.025307466348171	1	0	SAMN03737995
1278	Desulfovibrio desulfuricans	5.0	138912.0	3366008.5	4.024689611387296	2	0	SAMN00001882,SAMN02232015
1279	Tistrella mobilis	5.0	157565.0	3919492.0	4.020036270006419	1	4	SAMN02603926
1280	Mycobacterium phlei	12.0	214901.0	5349645.0	4.017107677238396	1	0	SAMN04481318
1281	Campylobacter hominis	3.0	68697.0	1711273.0	4.014379938209742	1	1	SAMN02603439
1282	Streptococcus halotolerans	5.0	87531.0	2182100.0	4.011319371247881	1	0	SAMN04562598
1283	Neorhizobium galegae	3.25	110182.25	3173233.0	4.00770658534431	4	1	SAMEA3139072,SAMEA3139073
1284	Halobacteroides halobius	6.0	106059.0	2649255.0	4.003351885718815	1	0	SAMN02261360
1285	Streptomyces olivaceus	8.0	327390.0	8180260.0	4.002195529237457	1	0	SAMN05436714
1286	Staphylococcus sp. AntiMn-1	5.0	108894.0	2721344.0	4.001478681122269	1	1	SAMN04075658
1287	Xanthomonas perforans	8.0	198747.0	4969893.0	3.9990196972047487	2	4	SAMN02471764,SAMN05823509
1288	Vagococcus teuberi	3.0	86725.0	2169060.0	3.9982757507860547	1	1	SAMN05781328
1289	Mycobacterium kansasii	12.0	256457.0	6417289.0	3.994420846269762	2	1	SAMN02603596,SAMN03067434
1290	Lactobacillus salivarius	4.25	71855.25	1790467.5	3.992900535940928	7	15	SAMN02604111,SAMN02711722,SAMN02584770,SAMN05277751,SAMN06698339,SAMN08281078,SAMEA4359642
1291	Burkholderia sp. CCGE1002	3.0	105565.33333333333	2465240.6666666665	3.9869980427726865	3	1	SAMN02598517
1292	Anaerolinea thermophila	3.0	140824.0	3532378.0	3.986662809019873	1	0	SAMD00061114
1293	Halioglobus pacificus	4.0	192688.0	4847776.0	3.9747711115365068	1	1	SAMN06199441
1294	Kurthia sp. 11kri321	4.0	117828.0	2964527.0	3.974596959312565	1	0	SAMN04235798
1295	Mycoplasma pulmonis	2.0	38203.0	963879.0	3.963464293754714	1	0	SAMEA3138324
1296	Rhizobium sp. N741	3.0	177318.0	4474074.0	3.963233509325058	1	5	SAMN03998644
1297	Cycloclasticus sp. P1	3.0	93591.0	2363215.0	3.9603252349024527	1	0	SAMN02603953
1298	Bacillus sp. IHB B 7164	1.0	199380.0	5036631.0	3.9585985155553383	1	0	SAMN04524004
1299	Tepidanaerobacter acetatoxydans	6.0	109243.5	2760559.5	3.957295857925544	2	0	SAMN00713617,SAMEA2272437
1300	Candidatus Liberibacter asiaticus	1.3333333333333333	49290.666666666664	1243026.3333333333	3.9568964518022702	5	0	SAMN02603311,SAMN02604078,SAMN02665901,SAMD00000555,SAMN06446703
1301	Serratia liquefaciens	8.666666666666666	209045.33333333334	5283336.333333333	3.9568856949954045	3	1	SAMN02604177,SAMN03481691,SAMN03996271
1302	Cronobacter condimenti	7.0	171957.0	4347991.0	3.9548609921225686	1	1	SAMN03938712
1303	Burkholderia stagnalis	4.333333333333333	119325.0	2527935.6666666665	3.949610243562969	3	0	SAMN03449637
1304	Sulfurihydrogenibium azorense	4.0	64708.0	1640877.0	3.9435009449215266	1	0	SAMN02604030
1305	Serratia proteamaculans	9.0	214650.0	5448853.0	3.9393611829865844	1	1	SAMN02598393
1306	Bacillus muralis	6.0	193669.0	4919373.0	3.9368634986613134	1	1	SAMN03654038
1307	Cupriavidus sp. USMAA1020	4.0	161543.5	3886285.0	3.9366620536314216	2	1	SAMN05904704
1308	Melioribacter roseus	7.0	129783.0	3300414.0	3.9323248537910698	1	0	SAMN02603097
1309	Pediococcus pentosaceus	3.0	70993.0	1786936.0	3.9300071592099814	7	13	SAMN02598525,SAMN02603952,SAMN04017317,SAMN07126152,SAMN07224387,SAMN06447729,SAMN07551496
1310	Enterobacter sp. FY-07	11.0	200377.0	5118646.0	3.914648522284995	1	3	SAMN03941339
1311	Streptomyces sp. CNQ-509	12.0	314353.0	8039333.0	3.9101875740188894	1	0	SAMN03699827
1312	Pelodictyon luteolum	2.0	92400.0	2364842.0	3.907237777407539	1	0	SAMN02598284
1313	Bacillus weihenstephanensis	8.0	205490.0	5262775.0	3.904594059217808	1	4	SAMN00623031
1314	Rubinisphaera brasiliensis	7.0	234516.0	6006602.0	3.90430396420472	1	0	SAMN00103628
1315	Rhodospirillum centenum	10.0	169716.0	4355543.0	3.8965520487342222	1	0	SAMN02603908
1316	Aureimonas sp. AU20	5.0	145745.0	3742793.0	3.8940171150261316	1	8	SAMN04236815
1317	Pasteurella multocida	3.8461538461538463	91104.0	2319241.230769231	3.89181994187659	44	3	SAMN02604085,SAMN02603284,SAMN02603325,SAMN02603505,SAMN02641508,SAMN02904551,SAMN03492041,SAMN03492042,SAMN04528716,SAMN03604281,SAMN04520874,SAMN05967336,SAMN06238074,SAMN06140953,SAMN04875555,SAMN04875553,SAMN07312428,SAMN07312429,SAMN04622941,SAMN04622935,SAMN04622946,SAMN04622933,SAMN04622931,SAMN04622938,SAMN04622944,SAMN04622936,SAMN04622943,SAMN04622942,SAMN04622937,SAMN04622940,SAMN04622932,SAMN04622934,SAMN04622939,SAMN04622945,SAMN08498425,SAMN08912474,SAMN08912486,SAMN08512321,SAMN09781073,SAMN09781074,SAMN09781075,SAMN09781076,SAMEA4521464,SAMEA2822166
1318	Planctomyces sp. SH-PL14	9.0	328466.0	8442773.0	3.890499010218562	1	0	SAMN03417854
1319	Planococcus sp. PAMC 21323	4.0	124180.0	3196500.0	3.884874081026122	1	1	SAMN02942809
1320	Pseudomonas sp. URMO17WK12:I11	7.5	215250.5	5604891.0	3.883900101645744	2	0	SAMEA3393040,SAMEA3393041
1321	Pseudomonas fluorescens	8.928571428571429	250791.35714285713	6434893.714285715	3.882526585880304	19	2	SAMEA2272316,SAMN02598267,SAMN02604099,SAMN02604280,SAMN01112396,SAMN02900729,SAMN03372067,SAMN03446264,SAMN04094105,SAMN04094107,SAMN04992557,SAMN04992704,SAMN04992598,SAMN05787338,SAMN08912468,SAMN09829193,SAMN09762565,SAMN10141492,SAMEA3649026
1322	Parachlamydia acanthamoebae	5.0	119151.0	3072383.0	3.878129777439857	1	0	SAMEA2272163
1323	Isoptericola variabilis	6.0	128039.0	3307740.0	3.8708906987852734	1	0	SAMN00713634
1324	Thermus sp. CCB_US3_UF1	4.0	86829.0	2243772.0	3.8697782127595852	1	1	SAMN02603100
1325	Ruegeria mobilis	7.0	125837.0	3260769.0	3.8591203486048844	1	4	SAMN02471033
1326	Mycobacterium goodii	11.0	274151.0	7105933.0	3.8580577666578053	1	0	SAMN03839023
1327	Serratia sp. AS13	7.0	209917.0	5442549.0	3.856961140818392	1	0	SAMN00713631
1328	Azotobacter vinelandii	11.333333333333334	206382.33333333334	5351632.666666667	3.856730371308847	3	0	SAMN02604349,SAMN01889086,SAMN01889173
1329	Desulfurivibrio alkaliphilus	6.0	119386.0	3097763.0	3.8539423448469106	1	0	SAMN02598502
1330	Raoultella ornithinolytica	7.4	213303.6	5506077.4	3.8533419210192776	6	3	SAMN02603584,SAMN03290669,SAMN04296987,SAMN02900755,SAMN05938422,SAMN06909736
1331	Enterobacter ludwigii	7.0	187171.0	4857439.0	3.8532856511425053	1	1	SAMN05787341
1332	Streptomyces fulvissimus	9.0	304569.0	7905758.0	3.8524958644066767	1	0	SAMN02603305
1333	Paenibacillus terrae	17.0	234112.0	6083395.0	3.8483774274069003	1	0	SAMN02603583
1334	Helicobacter sp. MIT 01-6242	2.0	61234.0	1594790.0	3.839627787984625	1	0	SAMN05379701
1335	Streptomyces sp. Mg1	15.0	302001.0	7868178.0	3.838258361719829	1	3	SAMN02471086
1336	Clostridium tetani	5.0	107561.5	2803366.0	3.838047252967049	2	2	SAMN02603289,SAMEA3283140
1337	Exiguobacterium sp. ZWU0009	2.0	124690.0	3250203.0	3.836375758683381	1	0	SAMN03021535
1338	Brevibacillus brevis	8.0	241067.0	6296436.0	3.8286262260110324	3	0	SAMD00060942,SAMN02469906,SAMN03733595
1339	Streptococcus mutans	2.8333333333333335	77037.83333333333	2017559.8333333333	3.8118634828733007	8	0	SAMN02604090,SAMD00060939,SAMN02603489,SAMD00061051,SAMN03278343,SAMN04155244,SAMN07671786,SAMEA3614266
1340	Pseudomonas antarctica	11.0	244879.0	6441449.0	3.801613581043644	1	2	SAMN04957524
1341	Synechocystis sp. PCC 6714	6.0	132418.0	3485441.0	3.799174910721484	1	3	SAMN02471775
1342	Clostridium ljungdahlii	7.0	175823.0	4630065.0	3.797419690652291	1	0	SAMN02603159
1343	Altererythrobacter namhicola	3.0	98334.0	2591679.0	3.7942198860275522	1	0	SAMN04870533
1344	Mucilaginibacter sp. PAMC 26640	8.0	212813.0	5611374.0	3.792529245065469	1	1	SAMN04545527
1345	Elusimicrobium minutum	3.0	62281.0	1643562.0	3.7893915775614184	1	0	SAMN00000042
1346	Bacillus sp. 1NLA3E	7.0	182471.0	4815602.0	3.789162808720488	1	0	SAMN02598535
1347	Bibersteinia trehalosi	3.0	92094.75	2411529.25	3.7875793541300187	4	0	SAMN02048828,SAMN03081509,SAMN03081510,SAMN03081511
1348	Fictibacillus arsenicus	3.0	153396.0	4055461.0	3.782455311492331	1	0	SAMN03654018
1349	Aggregatibacter actinomycetemcomitans	5.5	83519.75	2223438.75	3.782102912757766	5	0	SAMN02604275,SAMN02673418,SAMN03799080,SAMN03799081,SAMN05363964
1350	Xenorhabdus doucetiae	17.0	158302.0	4195202.0	3.773405905126857	1	1	SAMEA3283113
1351	Bacillus bombysepticus	6.0	199746.0	5295783.0	3.771793519485221	1	1	SAMN02691825
1352	Enterobacter lignolyticus	6.5	179596.5	4758499.0	3.7689626727147716	2	0	SAMN00116754,SAMN04074888
1353	Phenylobacterium zucineum	7.0	150531.0	3996255.0	3.766801668061723	1	1	SAMN02603048
1354	Yersinia intermedia	8.0	182704.0	4859749.0	3.7595357291086433	2	0	SAMN03160554,SAMN06173371
1355	Pantoea vagans	5.0	155777.66666666666	4129457.0	3.7570455098663658	5	13	SAMN02603237,SAMN03068907,SAMN03996307,SAMN08800199,SAMN06759783
1356	Desulfococcus oleovorans	6.0	147889.0	3944167.0	3.74956232836997	1	0	SAMN00623035
1357	Vulgatibacter incomptus	6.0	162998.0	4350553.0	3.7466041673322907	1	0	SAMN03951128
1358	Bacillus sp. YP1	3.0	152470.0	4070380.0	3.7458419115659964	1	1	SAMN03200166
1359	Desulfuromonas sp. DDH964	8.0	146959.0	3924652.0	3.7445103412990504	1	0	SAMN04590833
1360	Bacteroidales bacterium CF	2.0	99375.0	2657245.0	3.73977559464784	1	0	SAMN02641638
1361	Cytophaga hutchinsonii	6.0	165723.0	4433218.0	3.7382100316293942	1	0	SAMN02598536
1362	Finegoldia magna	1.0	67186.0	1797577.0	3.7375867626254675	1	1	SAMD00060918
1363	Gordonia terrae	7.0	212900.0	5701501.0	3.734104405138226	2	0	SAMN05417667,SAMN09254177
1364	Stenotrophomonas sp. LM091	4.0	161049.0	4317450.0	3.730187958169753	1	0	SAMN05818440
1365	Corynebacterium camporealensis	5.0	91424.0	2451810.0	3.7288370632308374	2	0	SAMN03092874,SAMN03365263
1366	Pseudomonas alkylphenolica	15.0	214802.0	5764622.0	3.7262113630347313	1	0	SAMN02929205
1367	Mesorhizobium opportunistum	9.0	256360.0	6884444.0	3.723757503147676	1	0	SAMN02232036
1368	Granulicella tundricola	8.0	160156.0	4309153.0	3.7166468677255136	1	5	SAMN00013395
1369	Arthrobacter sp. ZXY-2	5.0	167061.0	4495402.0	3.7162638624977253	1	5	SAMN05730155
1370	Caldimicrobium thiodismutans	3.0	67375.0	1814952.0	3.712219386518211	1	0	SAMD00039083
1371	Halothiobacillus neapolitanus	5.0	95529.0	2582886.0	3.6985372176704665	1	0	SAMN02598477
1372	Geminocystis sp. NIES-3709	11.0	153475.0	4150181.0	3.698031483446144	1	11	SAMD00027151
1373	Thioploca ingrica	8.0	177417.0	4810005.0	3.688499284304278	1	0	SAMD00019192
1374	Clostridium autoethanogenum	6.0	160531.0	4352325.5	3.6883964911688127	2	0	SAMN02358571,SAMN03956958
1375	Rhizobium sp. N1341	3.0	164925.0	4473645.0	3.686591135416422	1	5	SAMN03998639
1376	Oscillatoria nigro-viridis	19.0	275709.0	7479014.0	3.6864351370381176	1	5	SAMN02261335
1377	Staphylococcus lugdunensis	4.25	96212.25	2609990.5	3.6859861092524824	10	1	SAMN02603957,SAMEA2272235,SAMN03996285,SAMN03996287,SAMN04875559,SAMN05591932,SAMN07312421,SAMN07312425,SAMEA3518001,SAMEA3221102
1378	Coxiella burnetii	4.375	75403.625	2049324.75	3.684961172208224	10	8	SAMN02603970,SAMN02603436,SAMN02604053,SAMN02603766,SAMN02603767,SAMN02435866,SAMEA2272042,SAMN04337144,SAMN06685771,SAMN05982273
1379	[Polyangium] brachysporum	13.0	238586.0	6476147.0	3.6840732614624097	1	0	SAMN03568762
1380	Croceibacter atlanticus	3.0	108762.0	2952962.0	3.6831493259987766	1	0	SAMN02603922
1381	Pantoea rwandensis	6.0	159270.0	4327607.0	3.68032494632715	1	0	SAMN03031199
1382	Chroococcidiopsis thermalis	10.0	232440.0	6315792.0	3.6802985278805886	1	2	SAMN02261359
1383	Starkeya novella	8.0	175103.0	4765023.0	3.6747566590969236	1	0	SAMN02598514
1384	Pseudomonas azotoformans	7.0	251618.0	6859618.0	3.6681051335511685	2	0	SAMN04505798,SAMN06339647
1385	Pseudomonas citronellolis	10.5	264401.0	7130432.5	3.667853164618341	2	1	SAMN04432139,SAMN05178539
1386	Burkholderia contaminans	4.666666666666667	103655.0	2836416.3333333335	3.6674679347228527	3	0	SAMN03135394
